SN,Easting,Northing,Bed width,Bank slope,Bed elevation,Type
607,616155.348,3097385.723,5.200,,,Normal
608,616154.873,3097384.843,5.200,,,Normal
609,616154.399,3097383.962,5.200,,,Normal
610,616153.925,3097383.082,5.200,,,Normal
611,616153.451,3097382.201,5.200,,,Normal
612,616152.976,3097381.321,5.200,,,Normal
613,616152.502,3097380.441,5.200,,,Normal
614,616152.028,3097379.560,5.200,,,Normal
615,616151.554,3097378.680,5.200,,,Normal
616,616151.080,3097377.799,5.200,,,Normal
617,616150.605,3097376.919,5.200,,,Normal
618,616150.131,3097376.039,5.200,,,Normal
619,616149.657,3097375.158,5.200,,,Normal
620,616149.183,3097374.278,5.200,,,Normal
621,616148.708,3097373.397,5.200,,,Normal
622,616148.234,3097372.517,5.200,,,Normal
623,616147.760,3097371.637,5.200,,,Normal
624,616147.286,3097370.756,5.200,,,Normal
625,616146.811,3097369.876,5.200,,,Normal
626,616146.337,3097368.995,5.200,,,Normal
627,616145.863,3097368.115,5.200,,,Normal
628,616145.389,3097367.235,5.200,,,Normal
629,616144.915,3097366.354,5.200,,,Normal
630,616144.440,3097365.474,5.200,,,Normal
631,616143.966,3097364.593,5.200,,,Normal
632,616143.492,3097363.713,5.200,,,Normal
633,616143.018,3097362.833,5.200,,,Normal
634,616142.543,3097361.952,5.200,,,Normal
635,616142.069,3097361.072,5.200,,,Normal
636,616141.595,3097360.191,5.200,,,Normal
637,616141.121,3097359.311,5.200,,,Normal
638,616140.646,3097358.431,5.200,,,Normal
639,616140.172,3097357.550,5.200,,,Normal
640,616139.698,3097356.670,5.200,,,Normal
641,616139.224,3097355.789,5.200,,,Normal
642,616138.750,3097354.909,5.200,,,Normal
643,616138.275,3097354.029,5.200,,,Normal
644,616137.801,3097353.148,5.200,,,Normal
645,616137.327,3097352.268,5.200,,,Normal
646,616136.853,3097351.387,5.200,,,Normal
647,616136.378,3097350.507,5.200,,,Normal
648,616135.904,3097349.627,5.200,,,Normal
649,616135.430,3097348.746,5.200,,,Normal
650,616134.956,3097347.866,5.200,,,Normal
651,616134.481,3097346.985,5.200,,,Normal
652,616134.007,3097346.105,5.200,,,Normal
653,616133.533,3097345.225,5.200,,,Normal
654,616133.059,3097344.344,5.200,,,Normal
655,616132.585,3097343.464,5.200,,,Normal
656,616132.110,3097342.583,5.200,,,Normal
657,616131.636,3097341.703,5.200,,,Normal
658,616131.162,3097340.823,5.200,,,Normal
659,616130.688,3097339.942,5.200,,,Normal
660,616130.213,3097339.062,5.200,,,Normal
661,616129.739,3097338.181,5.200,,,Normal
662,616129.265,3097337.301,5.200,,,Normal
663,616128.791,3097336.421,5.200,,,Normal
664,616128.316,3097335.540,5.200,,,Normal
665,616127.842,3097334.660,5.200,,,Normal
666,616127.368,3097333.779,5.200,,,Normal
667,616126.894,3097332.899,5.200,,,Normal
668,616126.420,3097332.019,5.200,,,Normal
669,616125.945,3097331.138,5.200,,,Normal
670,616125.471,3097330.258,5.200,,,Normal
671,616124.997,3097329.377,5.200,,,Normal
672,616124.523,3097328.497,5.200,,,Normal
673,616124.048,3097327.617,5.200,,,Normal
674,616123.574,3097326.736,5.200,,,Normal
675,616123.100,3097325.856,5.200,,,Normal
676,616122.626,3097324.975,5.200,,,Normal
677,616122.151,3097324.095,5.200,,,Normal
678,616121.677,3097323.215,5.200,,,Normal
679,616121.203,3097322.334,5.200,,,Normal
680,616120.729,3097321.454,5.200,,,Normal
681,616120.255,3097320.573,5.200,,,Normal
682,616119.780,3097319.693,5.200,,,Normal
683,616119.306,3097318.813,5.200,,,Normal
684,616118.832,3097317.932,5.200,,,Normal
685,616118.358,3097317.052,5.200,,,Normal
686,616117.883,3097316.171,5.200,,,Normal
687,616117.409,3097315.291,5.200,,,Normal
688,616116.935,3097314.411,5.200,,,Normal
689,616116.461,3097313.530,5.200,,,Normal
690,616115.986,3097312.650,5.200,,,Normal
691,616115.512,3097311.769,5.200,,,Normal
692,616115.038,3097310.889,5.200,,,Normal
693,616114.564,3097310.009,5.200,,,Normal
694,616114.089,3097309.128,5.200,,,Normal
695,616113.615,3097308.248,5.200,,,Normal
696,616113.141,3097307.367,5.200,,,Normal
697,616112.667,3097306.487,5.200,,,Normal
698,616112.193,3097305.607,5.200,,,Normal
699,616111.718,3097304.726,5.200,,,Normal
700,616111.244,3097303.846,5.200,,,Normal
701,616110.770,3097302.965,5.200,,,Normal
702,616110.296,3097302.085,5.200,,,Normal
703,616109.821,3097301.205,5.200,,,Normal
704,616109.347,3097300.324,5.200,,,Normal
705,616108.873,3097299.444,5.200,,,Normal
706,616108.399,3097298.563,5.200,,,Normal
707,616107.924,3097297.683,5.200,,,Normal
708,616107.450,3097296.803,5.200,,,Normal
709,616106.976,3097295.922,5.200,,,Normal
710,616106.502,3097295.042,5.200,,,Normal
711,616106.028,3097294.161,5.200,,,Normal
712,616105.553,3097293.281,5.200,,,Normal
713,616105.079,3097292.401,5.200,,,Normal
714,616104.605,3097291.520,5.200,,,Normal
715,616104.131,3097290.640,5.200,,,Normal
716,616103.656,3097289.759,5.200,,,Normal
717,616103.182,3097288.879,5.200,,,Normal
718,616102.714,3097287.995,5.200,,,Normal
719,616102.255,3097287.107,5.200,,,Normal
720,616101.804,3097286.214,5.200,,,Normal
721,616101.362,3097285.317,5.200,,,Normal
722,616100.930,3097284.416,5.200,,,Normal
723,616100.506,3097283.510,5.200,,,Normal
724,616100.092,3097282.600,5.200,,,Normal
725,616099.686,3097281.686,5.200,,,Normal
726,616099.290,3097280.767,5.200,,,Normal
727,616098.903,3097279.845,5.200,,,Normal
728,616098.525,3097278.919,5.200,,,Normal
729,616098.157,3097277.990,5.200,,,Normal
730,616097.798,3097277.057,5.200,,,Normal
731,616097.448,3097276.120,5.200,,,Normal
732,616097.108,3097275.179,5.200,,,Normal
733,616096.776,3097274.236,5.200,,,Normal
734,616096.455,3097273.289,5.200,,,Normal
735,616096.143,3097272.339,5.200,,,Normal
736,616095.840,3097271.386,5.200,,,Normal
737,616095.547,3097270.430,5.200,,,Normal
738,616095.264,3097269.471,5.200,,,Normal
739,616094.990,3097268.509,5.200,,,Normal
740,616094.726,3097267.544,5.200,,,Normal
741,616094.471,3097266.577,5.200,,,Normal
742,616094.226,3097265.608,5.200,,,Normal
743,616093.991,3097264.636,5.200,,,Normal
744,616093.766,3097263.662,5.200,,,Normal
745,616093.550,3097262.685,5.200,,,Normal
746,616093.344,3097261.707,5.200,,,Normal
747,616093.148,3097260.726,5.200,,,Normal
748,616092.962,3097259.744,5.200,,,Normal
749,616092.785,3097258.759,5.200,,,Normal
750,616092.619,3097257.773,5.200,,,Normal
751,616092.462,3097256.786,5.200,,,Normal
752,616092.315,3097255.796,5.200,,,Normal
753,616092.178,3097254.806,5.200,,,Normal
754,616092.051,3097253.814,5.200,,,Normal
755,616091.934,3097252.821,5.200,,,Normal
756,616091.827,3097251.827,5.200,,,Normal
757,616091.730,3097250.831,5.200,,,Normal
758,616091.643,3097249.835,5.200,,,Normal
759,616091.565,3097248.838,5.200,,,Normal
760,616091.498,3097247.840,5.200,,,Normal
761,616091.441,3097246.842,5.200,,,Normal
762,616091.393,3097245.843,5.200,,,Normal
763,616091.351,3097244.844,5.200,,,Normal
764,616091.309,3097243.845,5.200,,,Normal
765,616091.266,3097242.846,5.200,,,Normal
766,616091.224,3097241.847,5.200,,,Normal
767,616091.182,3097240.848,5.200,,,Normal
768,616091.140,3097239.849,5.200,,,Normal
769,616091.097,3097238.849,5.200,,,Normal
770,616091.055,3097237.850,5.200,,,Normal
771,616091.013,3097236.851,5.200,,,Normal
772,616090.971,3097235.852,5.200,,,Normal
773,616090.928,3097234.853,5.200,,,Normal
774,616090.886,3097233.854,5.200,,,Normal
775,616090.844,3097232.855,5.200,,,Normal
776,616090.802,3097231.856,5.200,,,Normal
777,616090.759,3097230.857,5.200,,,Normal
778,616090.717,3097229.857,5.200,,,Normal
779,616090.675,3097228.858,5.200,,,Normal
780,616090.632,3097227.859,5.200,,,Normal
781,616090.590,3097226.860,5.200,,,Normal
782,616090.548,3097225.861,5.200,,,Normal
783,616090.506,3097224.862,5.200,,,Normal
784,616090.463,3097223.863,5.200,,,Normal
785,616090.421,3097222.864,5.200,,,Normal
786,616090.379,3097221.865,5.200,,,Normal
787,616090.337,3097220.866,5.200,,,Normal
788,616090.294,3097219.866,5.200,,,Normal
789,616090.252,3097218.867,5.200,,,Normal
790,616090.210,3097217.868,5.200,,,Normal
791,616090.168,3097216.869,5.200,,,Normal
792,616090.125,3097215.870,5.200,,,Normal
793,616090.083,3097214.871,5.200,,,Normal
794,616090.041,3097213.872,5.200,,,Normal
795,616089.999,3097212.873,5.200,,,Normal
796,616089.956,3097211.874,5.200,,,Normal
797,616089.914,3097210.874,5.200,,,Normal
798,616089.872,3097209.875,5.200,,,Normal
799,616089.830,3097208.876,5.200,,,Normal
800,616089.787,3097207.877,5.200,,,Normal
801,616089.745,3097206.878,5.200,,,Normal
802,616089.703,3097205.879,5.200,,,Normal
803,616089.661,3097204.880,5.200,,,Normal
804,616089.618,3097203.881,5.200,,,Normal
805,616089.576,3097202.882,5.200,,,Normal
806,616089.534,3097201.882,5.200,,,Normal
807,616089.492,3097200.883,5.200,,,Normal
808,616089.449,3097199.884,5.200,,,Normal
809,616089.407,3097198.885,5.200,,,Normal
810,616089.365,3097197.886,5.200,,,Normal
811,616089.322,3097196.887,5.200,,,Normal
812,616089.280,3097195.888,5.200,,,Normal
813,616089.238,3097194.889,5.200,,,Normal
814,616089.196,3097193.890,5.200,,,Normal
815,616089.153,3097192.891,5.200,,,Normal
816,616089.111,3097191.891,5.200,,,Normal
817,616089.069,3097190.892,5.200,,,Normal
818,616089.027,3097189.893,5.200,,,Normal
819,616088.984,3097188.894,5.200,,,Normal
820,616088.942,3097187.895,5.200,,,Normal
821,616088.900,3097186.896,5.200,,,Normal
822,616088.858,3097185.897,5.200,,,Normal
823,616088.815,3097184.898,5.200,,,Normal
824,616088.773,3097183.899,5.200,,,Normal
825,616088.731,3097182.899,5.200,,,Normal
826,616088.689,3097181.900,5.200,,,Normal
827,616088.646,3097180.901,5.200,,,Normal
828,616088.604,3097179.902,5.200,,,Normal
829,616088.562,3097178.903,5.200,,,Normal
830,616088.520,3097177.904,5.200,,,Normal
831,616088.477,3097176.905,5.200,,,Normal
832,616088.435,3097175.906,5.200,,,Normal
833,616088.393,3097174.907,5.200,,,Normal
834,616088.351,3097173.908,5.200,,,Normal
835,616088.308,3097172.908,5.200,,,Normal
836,616088.266,3097171.909,5.200,,,Normal
837,616088.224,3097170.910,5.200,,,Normal
838,616088.181,3097169.911,5.200,,,Normal
839,616088.139,3097168.912,5.200,,,Normal
840,616088.097,3097167.913,5.200,,,Normal
841,616088.055,3097166.914,5.200,,,Normal
842,616088.012,3097165.915,5.200,,,Normal
843,616087.970,3097164.916,5.200,,,Normal
844,616087.928,3097163.916,5.200,,,Normal
845,616087.886,3097162.917,5.200,,,Normal
846,616087.843,3097161.918,5.200,,,Normal
847,616087.801,3097160.919,5.200,,,Normal
848,616087.759,3097159.920,5.200,,,Normal
849,616087.717,3097158.921,5.200,,,Normal
850,616087.674,3097157.922,5.200,,,Normal
851,616087.632,3097156.923,5.200,,,Normal
852,616087.590,3097155.924,5.200,,,Normal
853,616087.548,3097154.924,5.200,,,Normal
854,616087.505,3097153.925,5.200,,,Normal
855,616087.463,3097152.926,5.200,,,Normal
856,616087.421,3097151.927,5.200,,,Normal
857,616087.379,3097150.928,5.200,,,Normal
858,616087.336,3097149.929,5.200,,,Normal
859,616087.294,3097148.930,5.200,,,Normal
860,616087.252,3097147.931,5.200,,,Normal
861,616087.210,3097146.932,5.200,,,Normal
862,616087.167,3097145.933,5.200,,,Normal
863,616087.125,3097144.933,5.200,,,Normal
864,616087.083,3097143.934,5.200,,,Normal
865,616087.040,3097142.935,5.200,,,Normal
866,616086.998,3097141.936,5.200,,,Normal
867,616086.956,3097140.937,5.200,,,Normal
868,616086.914,3097139.938,5.200,,,Normal
869,616086.871,3097138.939,5.200,,,Normal
870,616086.829,3097137.940,5.200,,,Normal
871,616086.787,3097136.941,5.200,,,Normal
872,616086.745,3097135.941,5.200,,,Normal
873,616086.702,3097134.942,5.200,,,Normal
874,616086.660,3097133.943,5.200,,,Normal
875,616086.618,3097132.944,5.200,,,Normal
876,616086.576,3097131.945,5.200,,,Normal
877,616086.533,3097130.946,5.200,,,Normal
878,616086.491,3097129.947,5.200,,,Normal
879,616086.449,3097128.948,5.200,,,Normal
880,616086.407,3097127.949,5.200,,,Normal
881,616086.364,3097126.949,5.200,,,Normal
882,616086.322,3097125.950,5.200,,,Normal
883,616086.280,3097124.951,5.200,,,Normal
884,616086.238,3097123.952,5.200,,,Normal
885,616086.195,3097122.953,5.200,,,Normal
886,616086.153,3097121.954,5.200,,,Normal
887,616086.111,3097120.955,5.200,,,Normal
888,616086.069,3097119.956,5.200,,,Normal
889,616086.026,3097118.957,5.200,,,Normal
890,616085.984,3097117.958,5.200,,,Normal
891,616085.942,3097116.958,5.200,,,Normal
892,616085.899,3097115.959,5.200,,,Normal
893,616085.857,3097114.960,5.200,,,Normal
894,616085.815,3097113.961,5.200,,,Normal
895,616085.773,3097112.962,5.200,,,Normal
896,616085.730,3097111.963,5.200,,,Normal
897,616085.688,3097110.964,5.200,,,Normal
898,616085.646,3097109.965,5.200,,,Normal
899,616085.604,3097108.966,5.200,,,Normal
900,616085.561,3097107.966,5.200,,,Normal
901,616085.519,3097106.967,5.200,,,Normal
902,616085.477,3097105.968,5.200,,,Normal
903,616085.435,3097104.969,5.200,,,Normal
904,616085.392,3097103.970,5.200,,,Normal
905,616085.350,3097102.971,5.200,,,Normal
906,616085.308,3097101.972,5.200,,,Normal
907,616085.266,3097100.973,5.200,,,Normal
908,616085.223,3097099.974,5.200,,,Normal
909,616085.181,3097098.975,5.200,,,Normal
910,616085.139,3097097.975,5.200,,,Normal
911,616085.097,3097096.976,5.200,,,Normal
912,616085.054,3097095.977,5.200,,,Normal
913,616085.012,3097094.978,5.200,,,Normal
914,616084.970,3097093.979,5.200,,,Normal
915,616084.928,3097092.980,5.200,,,Normal
916,616084.885,3097091.981,5.200,,,Normal
917,616084.843,3097090.982,5.200,,,Normal
918,616084.801,3097089.983,5.200,,,Normal
919,616084.758,3097088.983,5.200,,,Normal
920,616084.716,3097087.984,5.200,,,Normal
921,616084.674,3097086.985,5.200,,,Normal
922,616084.632,3097085.986,5.200,,,Normal
923,616084.589,3097084.987,5.200,,,Normal
924,616084.547,3097083.988,5.200,,,Normal
925,616084.505,3097082.989,5.200,,,Normal
926,616084.463,3097081.990,5.200,,,Normal
927,616084.420,3097080.991,5.200,,,Normal
928,616084.378,3097079.991,5.200,,,Normal
929,616084.336,3097078.992,5.200,,,Normal
930,616084.294,3097077.993,5.200,,,Normal
931,616084.251,3097076.994,5.200,,,Normal
932,616084.209,3097075.995,5.200,,,Normal
933,616084.167,3097074.996,5.200,,,Normal
934,616084.125,3097073.997,5.200,,,Normal
935,616084.082,3097072.998,5.200,,,Normal
936,616084.040,3097071.999,5.200,,,Normal
937,616083.998,3097071.000,5.200,,,Normal
938,616083.956,3097070.000,5.200,,,Normal
939,616083.913,3097069.001,5.200,,,Normal
940,616083.871,3097068.002,5.200,,,Normal
941,616083.829,3097067.003,5.200,,,Normal
942,616083.787,3097066.004,5.200,,,Normal
943,616083.744,3097065.005,5.200,,,Normal
944,616083.702,3097064.006,5.200,,,Normal
945,616083.660,3097063.007,5.200,,,Normal
946,616083.617,3097062.008,5.200,,,Normal
947,616083.575,3097061.008,5.200,,,Normal
948,616083.533,3097060.009,5.200,,,Normal
949,616083.491,3097059.010,5.200,,,Normal
950,616083.448,3097058.011,5.200,,,Normal
951,616083.406,3097057.012,5.200,,,Normal
952,616083.364,3097056.013,5.200,,,Normal
953,616083.322,3097055.014,5.200,,,Normal
954,616083.279,3097054.015,5.200,,,Normal
955,616083.237,3097053.016,5.200,,,Normal
956,616083.195,3097052.016,5.200,,,Normal
957,616083.153,3097051.017,5.200,,,Normal
958,616083.110,3097050.018,5.200,,,Normal
959,616083.068,3097049.019,5.200,,,Normal
960,616083.026,3097048.020,5.200,,,Normal
961,616082.984,3097047.021,5.200,,,Normal
962,616082.941,3097046.022,5.200,,,Normal
963,616082.899,3097045.023,5.200,,,Normal
964,616082.857,3097044.024,5.200,,,Normal
965,616082.815,3097043.025,5.200,,,Normal
966,616082.772,3097042.025,5.200,,,Normal
967,616082.730,3097041.026,5.200,,,Normal
968,616082.688,3097040.027,5.200,,,Normal
969,616082.646,3097039.028,5.200,,,Normal
970,616082.603,3097038.029,5.200,,,Normal
971,616082.561,3097037.030,5.200,,,Normal
972,616082.519,3097036.031,5.200,,,Normal
973,616082.476,3097035.032,5.200,,,Normal
974,616082.434,3097034.033,5.200,,,Normal
975,616082.392,3097033.033,5.200,,,Normal
976,616082.350,3097032.034,5.200,,,Normal
977,616082.307,3097031.035,5.200,,,Normal
978,616082.265,3097030.036,5.200,,,Normal
979,616082.223,3097029.037,5.200,,,Normal
980,616082.181,3097028.038,5.200,,,Normal
981,616082.138,3097027.039,5.200,,,Normal
982,616082.096,3097026.040,5.200,,,Normal
983,616082.054,3097025.041,5.200,,,Normal
984,616082.012,3097024.042,5.200,,,Normal
985,616081.969,3097023.042,5.200,,,Normal
986,616081.927,3097022.043,5.200,,,Normal
987,616081.885,3097021.044,5.200,,,Normal
988,616081.843,3097020.045,5.200,,,Normal
989,616081.800,3097019.046,5.200,,,Normal
990,616081.758,3097018.047,5.200,,,Normal
991,616081.716,3097017.048,5.200,,,Normal
992,616081.674,3097016.049,5.200,,,Normal
993,616081.631,3097015.050,5.200,,,Normal
994,616081.589,3097014.050,5.200,,,Normal
995,616081.547,3097013.051,5.200,,,Normal
996,616081.505,3097012.052,5.200,,,Normal
997,616081.462,3097011.053,5.200,,,Normal
998,616081.420,3097010.054,5.200,,,Normal
999,616081.378,3097009.055,5.200,,,Normal
1000,616081.336,3097008.056,5.200,,,Normal
1001,616081.293,3097007.057,5.200,,,Normal
1002,616081.251,3097006.058,5.200,,,Normal
1003,616081.209,3097005.058,5.200,,,Normal
1004,616081.166,3097004.059,5.200,,,Normal
1005,616081.124,3097003.060,5.200,,,Normal
1006,616081.082,3097002.061,5.200,,,Normal
1007,616081.040,3097001.062,5.200,,,Normal
1008,616080.997,3097000.063,5.200,,,Normal
1009,616080.955,3096999.064,5.200,,,Normal
1010,616080.913,3096998.065,5.200,,,Normal
1011,616080.871,3096997.066,5.200,,,Normal
1012,616080.828,3096996.067,5.200,,,Normal
1013,616080.786,3096995.067,5.200,,,Normal
1014,616080.744,3096994.068,5.200,,,Normal
1015,616080.702,3096993.069,5.200,,,Normal
1016,616080.659,3096992.070,5.200,,,Normal
1017,616080.617,3096991.071,5.200,,,Normal
1018,616080.575,3096990.072,5.200,,,Normal
1019,616080.533,3096989.073,5.200,,,Normal
1020,616080.490,3096988.074,5.200,,,Normal
1021,616080.448,3096987.075,5.200,,,Normal
1022,616080.406,3096986.075,5.200,,,Normal
1023,616080.364,3096985.076,5.200,,,Normal
1024,616080.321,3096984.077,5.200,,,Normal
1025,616080.279,3096983.078,5.200,,,Normal
1026,616080.237,3096982.079,5.200,,,Normal
1027,616080.195,3096981.080,5.200,,,Normal
1028,616080.152,3096980.081,5.200,,,Normal
1029,616080.110,3096979.082,5.200,,,Normal
1030,616080.068,3096978.083,5.200,,,Normal
1031,616080.025,3096977.083,5.200,,,Normal
1032,616079.983,3096976.084,5.200,,,Normal
1033,616079.941,3096975.085,5.200,,,Normal
1034,616079.899,3096974.086,5.200,,,Normal
1035,616079.856,3096973.087,5.200,,,Normal
1036,616079.814,3096972.088,5.200,,,Normal
1037,616079.772,3096971.089,5.200,,,Normal
1038,616079.730,3096970.090,5.200,,,Normal
1039,616079.687,3096969.091,5.200,,,Normal
1040,616079.645,3096968.092,5.200,,,Normal
1041,616079.603,3096967.092,5.200,,,Normal
1042,616079.561,3096966.093,5.200,,,Normal
1043,616079.518,3096965.094,5.200,,,Normal
1044,616079.476,3096964.095,5.200,,,Normal
1045,616079.434,3096963.096,5.200,,,Normal
1046,616079.392,3096962.097,5.200,,,Normal
1047,616079.349,3096961.098,5.200,,,Normal
1048,616079.307,3096960.099,5.200,,,Normal
1049,616079.265,3096959.100,5.200,,,Normal
1050,616079.223,3096958.100,5.200,,,Normal
1051,616079.180,3096957.101,5.200,,,Normal
1052,616079.138,3096956.102,5.200,,,Normal
1053,616079.096,3096955.103,5.200,,,Normal
1054,616079.054,3096954.104,5.200,,,Normal
1055,616079.011,3096953.105,5.200,,,Normal
1056,616078.969,3096952.106,5.200,,,Normal
1057,616078.927,3096951.107,5.200,,,Normal
1058,616078.884,3096950.108,5.200,,,Normal
1059,616078.842,3096949.109,5.200,,,Normal
1060,616078.800,3096948.109,5.200,,,Normal
1061,616078.758,3096947.110,5.200,,,Normal
1062,616078.715,3096946.111,5.200,,,Normal
1063,616078.673,3096945.112,5.200,,,Normal
1064,616078.631,3096944.113,5.200,,,Normal
1065,616078.589,3096943.114,5.200,,,Normal
1066,616078.546,3096942.115,5.200,,,Normal
1067,616078.504,3096941.116,5.200,,,Normal
1068,616078.462,3096940.117,5.200,,,Normal
1069,616078.420,3096939.117,5.200,,,Normal
1070,616078.377,3096938.118,5.200,,,Normal
1071,616078.335,3096937.119,5.200,,,Normal
1072,616078.293,3096936.120,5.200,,,Normal
1073,616078.251,3096935.121,5.200,,,Normal
1074,616078.208,3096934.122,5.200,,,Normal
1075,616078.166,3096933.123,5.200,,,Normal
1076,616078.124,3096932.124,5.200,,,Normal
1077,616078.082,3096931.125,5.200,,,Normal
1078,616078.039,3096930.125,5.200,,,Normal
1079,616077.997,3096929.126,5.200,,,Normal
1080,616077.955,3096928.127,5.200,,,Normal
1081,616077.913,3096927.128,5.200,,,Normal
1082,616077.870,3096926.129,5.200,,,Normal
1083,616077.828,3096925.130,5.200,,,Normal
1084,616077.786,3096924.131,5.200,,,Normal
1085,616077.743,3096923.132,5.200,,,Normal
1086,616077.701,3096922.133,5.200,,,Normal
1087,616077.659,3096921.134,5.200,,,Normal
1088,616077.617,3096920.134,5.200,,,Normal
1089,616077.574,3096919.135,5.200,,,Normal
1090,616077.532,3096918.136,5.200,,,Normal
1091,616077.490,3096917.137,5.200,,,Normal
1092,616077.448,3096916.138,5.200,,,Normal
1093,616077.405,3096915.139,5.200,,,Normal
1094,616077.363,3096914.140,5.200,,,Normal
1095,616077.321,3096913.141,5.200,,,Normal
1096,616077.279,3096912.142,5.200,,,Normal
1097,616077.236,3096911.142,5.200,,,Normal
1098,616077.194,3096910.143,5.200,,,Normal
1099,616077.152,3096909.144,5.200,,,Normal
1100,616077.110,3096908.145,5.200,,,Normal
1101,616077.067,3096907.146,5.200,,,Normal
1102,616077.025,3096906.147,5.200,,,Normal
1103,616076.983,3096905.148,5.200,,,Normal
1104,616076.941,3096904.149,5.200,,,Normal
1105,616076.898,3096903.150,5.200,,,Normal
1106,616076.856,3096902.150,5.200,,,Normal
1107,616076.814,3096901.151,5.200,,,Normal
1108,616076.772,3096900.152,5.200,,,Normal
1109,616076.729,3096899.153,5.200,,,Normal
1110,616076.687,3096898.154,5.200,,,Normal
1111,616076.645,3096897.155,5.200,,,Normal
1112,616076.602,3096896.156,5.200,,,Normal
1113,616076.560,3096895.157,5.200,,,Normal
1114,616076.518,3096894.158,5.200,,,Normal
1115,616076.476,3096893.159,5.200,,,Normal
1116,616076.433,3096892.159,5.200,,,Normal
1117,616076.391,3096891.160,5.200,,,Normal
1118,616076.349,3096890.161,5.200,,,Normal
1119,616076.307,3096889.162,5.200,,,Normal
1120,616076.264,3096888.163,5.200,,,Normal
1121,616076.222,3096887.164,5.200,,,Normal
1122,616076.180,3096886.165,5.200,,,Normal
1123,616076.138,3096885.166,5.200,,,Normal
1124,616076.095,3096884.167,5.200,,,Normal
1125,616076.053,3096883.167,5.200,,,Normal
1126,616076.011,3096882.168,5.200,,,Normal
1127,616075.969,3096881.169,5.200,,,Normal
1128,616075.926,3096880.170,5.200,,,Normal
1129,616075.884,3096879.171,5.200,,,Normal
1130,616075.842,3096878.172,5.200,,,Normal
1131,616075.800,3096877.173,5.200,,,Normal
1132,616075.757,3096876.174,5.200,,,Normal
1133,616075.715,3096875.175,5.200,,,Normal
1134,616075.673,3096874.176,5.200,,,Normal
1135,616075.631,3096873.176,5.200,,,Normal
1136,616075.588,3096872.177,5.200,,,Normal
1137,616075.546,3096871.178,5.200,,,Normal
1138,616075.504,3096870.179,5.200,,,Normal
1139,616075.461,3096869.180,5.200,,,Normal
1140,616075.419,3096868.181,5.200,,,Normal
1141,616075.377,3096867.182,5.200,,,Normal
1142,616075.335,3096866.183,5.200,,,Normal
1143,616075.292,3096865.184,5.200,,,Normal
1144,616075.250,3096864.184,5.200,,,Normal
1145,616075.208,3096863.185,5.200,,,Normal
1146,616075.166,3096862.186,5.200,,,Normal
1147,616075.123,3096861.187,5.200,,,Normal
1148,616075.081,3096860.188,5.200,,,Normal
1149,616075.039,3096859.189,5.200,,,Normal
1150,616074.997,3096858.190,5.200,,,Normal
1151,616074.954,3096857.191,5.200,,,Normal
1152,616074.912,3096856.192,5.200,,,Normal
1153,616074.870,3096855.192,5.200,,,Normal
1154,616074.828,3096854.193,5.200,,,Normal
1155,616074.785,3096853.194,5.200,,,Normal
1156,616074.743,3096852.195,5.200,,,Normal
1157,616074.701,3096851.196,5.200,,,Normal
1158,616074.659,3096850.197,5.200,,,Normal
1159,616074.616,3096849.198,5.200,,,Normal
1160,616074.574,3096848.199,5.200,,,Normal
1161,616074.532,3096847.200,5.200,,,Normal
1162,616074.490,3096846.201,5.200,,,Normal
1163,616074.447,3096845.201,5.200,,,Normal
1164,616074.405,3096844.202,5.200,,,Normal
1165,616074.363,3096843.203,5.200,,,Normal
1166,616074.321,3096842.204,5.200,,,Normal
1167,616074.278,3096841.205,5.200,,,Normal
1168,616074.236,3096840.206,5.200,,,Normal
1169,616074.194,3096839.207,5.200,,,Normal
1170,616074.151,3096838.208,5.200,,,Normal
1171,616074.109,3096837.209,5.200,,,Normal
1172,616074.067,3096836.209,5.200,,,Normal
1173,616074.025,3096835.210,5.200,,,Normal
1174,616073.982,3096834.211,5.200,,,Normal
1175,616073.940,3096833.212,5.200,,,Normal
1176,616073.898,3096832.213,5.200,,,Normal
1177,616073.856,3096831.214,5.200,,,Normal
1178,616073.813,3096830.215,5.200,,,Normal
1179,616073.771,3096829.216,5.200,,,Normal
1180,616073.729,3096828.217,5.200,,,Normal
1181,616073.687,3096827.217,5.200,,,Normal
1182,616073.644,3096826.218,5.200,,,Normal
1183,616073.602,3096825.219,5.200,,,Normal
1184,616073.560,3096824.220,5.200,,,Normal
1185,616073.518,3096823.221,5.200,,,Normal
1186,616073.475,3096822.222,5.200,,,Normal
1187,616073.433,3096821.223,5.200,,,Normal
1188,616073.391,3096820.224,5.200,,,Normal
1189,616073.349,3096819.225,5.200,,,Normal
1190,616073.306,3096818.226,5.200,,,Normal
1191,616073.264,3096817.226,5.200,,,Normal
1192,616073.222,3096816.227,5.200,,,Normal
1193,616073.180,3096815.228,5.200,,,Normal
1194,616073.137,3096814.229,5.200,,,Normal
1195,616073.095,3096813.230,5.200,,,Normal
1196,616073.053,3096812.231,5.200,,,Normal
1197,616073.010,3096811.232,5.200,,,Normal
1198,616072.968,3096810.233,5.200,,,Normal
1199,616072.926,3096809.234,5.200,,,Normal
1200,616072.884,3096808.234,5.200,,,Normal
1201,616072.841,3096807.235,5.200,,,Normal
1202,616072.799,3096806.236,5.200,,,Normal
1203,616072.757,3096805.237,5.200,,,Normal
1204,616072.715,3096804.238,5.200,,,Normal
